Date,Open,High,Low,Close,Volume,Company
2020-01-01,138.0115968914482,138.87431526746076,136.50755261576796,138.3668069699485,30389828,Walmart Inc.
2020-01-02,133.27432575204065,133.4455728186617,133.21651741157888,133.72462952663108,36915763,Walmart Inc.
2020-01-03,139.31324576083128,139.4692185525705,137.26041973833003,139.06524799633027,31045615,Walmart Inc.
2020-01-04,135.73701232452535,137.061747435246,134.12189917329556,136.28905751940619,21411160,Walmart Inc.
2020-01-05,146.73311981470482,147.92920639528873,145.88685418461205,145.5585637595907,48318919,Walmart Inc.
2020-01-06,142.1163013732496,143.37967742551052,140.9706463740227,143.02796265046243,41736362,Walmart Inc.
2020-01-07,145.16647587577813,149.2615394586038,144.55203443056527,144.64329567682014,21799685,Walmart Inc.
2020-01-08,144.3036734416358,146.440472428622,142.29758111323233,144.97551391803145,17746708,Walmart Inc.
2020-01-09,140.85509721328523,142.1216534773544,138.74822410381483,140.7108391942512,26326196,Walmart Inc.
2020-01-10,143.2845282199283,144.62323437221318,143.19192172910513,144.04301984578953,29028090,Walmart Inc.
2020-01-11,144.12406073558114,144.3096063111235,143.68222585300526,143.81707419946574,17016307,Walmart Inc.
2020-01-12,142.69318092430052,143.48269812613438,142.08802577467725,143.83502774630782,8971034,Walmart Inc.
2020-01-13,141.3125819350537,141.91231989547788,139.36325185751957,141.4816043377041,30918963,Walmart Inc.
2020-01-14,142.75752574777297,144.75938214726116,142.5863399962351,142.58359159298482,7779812,Walmart Inc.
2020-01-15,146.66138349863064,147.7846846720947,145.7292544292377,145.0389121845887,2564453,Walmart Inc.
2020-01-16,149.91737288189753,150.9724479454023,146.92311491782786,148.97198196297825,6765060,Walmart Inc.
2020-01-17,150.60864007651807,153.49425107069104,150.17539745010612,150.4636010015915,3562361,Walmart Inc.
2020-01-18,148.44273841553252,150.02821073678544,148.12065790857915,148.6247733908136,5257550,Walmart Inc.
2020-01-19,151.08222329537077,152.0165339627055,150.3972893065517,153.07263198312054,22295500,Walmart Inc.
2020-01-20,149.12751066951944,150.67441438642888,147.31223497621377,147.29515168314848,43136646,Walmart Inc.
2020-01-21,145.96121045884385,147.00661557652165,143.96092735494005,147.59153171969132,22337994,Walmart Inc.
2020-01-22,144.72980280427774,145.16860753415529,142.31170835988854,145.10711153871114,30375626,Walmart Inc.
2020-01-23,137.72330856293323,138.6496817734125,136.78444098605127,137.26228118783408,17447266,Walmart Inc.
2020-01-24,145.46484919051275,145.7177004312232,145.19877663559416,144.45854624944712,10838448,Walmart Inc.
2020-01-25,145.9613325215336,146.65133946748844,144.60189283905737,146.478750867473,39608803,Walmart Inc.
2020-01-26,143.69085445896388,144.0684409861812,138.9612961492844,144.29184167430876,20346731,Walmart Inc.
2020-01-27,147.12348588546115,148.4910652750221,145.87685257194676,148.22057652408506,33987691,Walmart Inc.
2020-01-28,144.05779793135875,144.27285042088505,142.621165749602,144.22703648858462,7864631,Walmart Inc.
2020-01-29,148.6650119924774,149.60451817958463,147.9247182259701,148.76366459015637,46497312,Walmart Inc.
2020-01-30,150.59987184554583,152.44620769970157,148.29169063613355,150.8660572965165,17024717,Walmart Inc.
2020-01-31,156.74043369682772,158.83719183814935,156.29714083033465,157.73980331147314,33373307,Walmart Inc.
2020-02-01,157.05821336463347,157.55556011527267,156.2864508288418,157.7200285212053,47771706,Walmart Inc.
2020-02-02,157.82912769572698,161.33386395196152,157.61290854565726,157.41140236681983,26833812,Walmart Inc.
2020-02-03,164.76574304031496,167.0973903347524,162.70825619642872,164.83348278065418,44662051,Walmart Inc.
2020-02-04,164.02875437024207,165.83964448042678,157.82833631675058,163.59033071812203,11753820,Walmart Inc.
2020-02-05,165.73903931885897,168.97719294155763,163.3836125751589,166.71198717856157,12632164,Walmart Inc.
2020-02-06,161.2556068339575,162.9007438475175,159.14711281988818,161.138930664773,34365431,Walmart Inc.
2020-02-07,162.3404221740209,163.53221538543994,159.65725936788334,163.3942752854895,33564256,Walmart Inc.
2020-02-08,164.04967899641724,164.82027652662836,162.74445853398205,164.45618044721206,7211592,Walmart Inc.
2020-02-09,163.5593847516172,165.1263885849158,161.29518036073515,163.98116202701942,25255769,Walmart Inc.
2020-02-10,162.2213292580384,164.23414113600742,160.66133088329502,163.20888682239067,49426801,Walmart Inc.
2020-02-11,165.81280160280167,166.00933325187196,164.99020885187792,166.0530871864197,37562367,Walmart Inc.
2020-02-12,161.79918665930467,164.42122095056203,160.8548795799761,162.69384172087206,29949217,Walmart Inc.
2020-02-13,162.76269713365102,164.21073729514796,161.60483023690892,163.46344752370462,37156491,Walmart Inc.
2020-02-14,162.49888332781296,162.5231634819446,160.70821985862574,163.02491967003644,35581749,Walmart Inc.
2020-02-15,165.40837821257642,167.5357394984732,163.94577191593552,165.1399222009648,44886245,Walmart Inc.
2020-02-16,164.53988978966186,166.31517334342354,161.30683472555253,164.45088106858552,20699309,Walmart Inc.
2020-02-17,169.14785738677404,170.43094968320798,167.81468989813092,168.94833058083714,14779494,Walmart Inc.
2020-02-18,166.23965262939404,167.7612048176241,164.95405488047737,167.92963616434872,5260822,Walmart Inc.
2020-02-19,164.07677780423344,167.2602330597628,160.53088944552675,164.5420183727143,26402027,Walmart Inc.
2020-02-20,166.05855333252856,167.67452300527333,165.3585739355583,167.28079471627228,2825016,Walmart Inc.
2020-02-21,163.42366041753377,165.1507340207544,160.68825853621516,164.1813192696578,31690365,Walmart Inc.
2020-02-22,165.5422284769866,166.53581555244605,164.81771747542103,166.09930023293145,39677456,Walmart Inc.
2020-02-23,163.7898425607373,165.975718909261,162.993110098937,163.54616774376748,46056393,Walmart Inc.
2020-02-24,170.2733336111495,172.0742488317445,169.80974910233442,170.31163220906032,41098050,Walmart Inc.
2020-02-25,172.64535073931526,174.9208797155765,170.47194193500226,171.9661786101691,18409841,Walmart Inc.
2020-02-26,168.96740154074192,170.11574823683407,164.03886045551755,167.5945971849576,7545810,Walmart Inc.
2020-02-27,173.36436868818856,174.23835073650625,169.9296502094973,173.71744280421203,23295227,Walmart Inc.
2020-02-28,174.029015291413,177.07654583306402,170.1648701844926,172.39012495987936,35000397,Walmart Inc.
2020-02-29,169.35946687413133,170.8335353829259,167.84551926720192,169.97630782815753,16022117,Walmart Inc.
2020-03-01,174.88530067439652,176.76043546058335,173.44732276031482,175.11625562794316,12989234,Walmart Inc.
2020-03-02,175.13962145112387,178.64697088502157,174.10889488609862,172.66972965932501,2215394,Walmart Inc.
2020-03-03,167.54729678737877,168.6770168136666,166.88599993831036,167.7451823178056,20309006,Walmart Inc.
2020-03-04,160.84818207906977,164.6136870760727,158.03828068019598,162.54495773079353,24313556,Walmart Inc.
2020-03-05,166.52699112237863,170.00703057005836,163.4984305259987,168.24162113152207,12258702,Walmart Inc.
2020-03-06,174.53570216690912,174.68166130516948,171.5849901365371,174.73673709245546,48905320,Walmart Inc.
2020-03-07,172.45453915773888,176.4478918131691,170.5591847818748,172.5670689773772,37132783,Walmart Inc.
2020-03-08,171.41310253463868,173.8973056569375,170.51147433135566,172.52529361841997,27698953,Walmart Inc.
2020-03-09,173.158881446901,175.27027594075085,172.63929553523016,172.57568508888187,36826039,Walmart Inc.
2020-03-10,168.70744115950723,168.9727645017981,168.10829395053395,168.66617813780027,16775919,Walmart Inc.
2020-03-11,174.97238834429535,182.05769883041933,168.99586429513062,175.8295425276699,49401133,Walmart Inc.
2020-03-12,175.64946000632793,177.46834910909044,174.9621231532057,175.69687518556768,30422674,Walmart Inc.
2020-03-13,183.08097523616092,184.46972938002136,182.10961441807618,183.17655338748435,14451030,Walmart Inc.
2020-03-14,178.78383975316353,179.94419944376128,176.7209780043363,179.18211661558553,6492403,Walmart Inc.
2020-03-15,185.33625184939464,185.79898044247327,182.7681877109523,185.22692116350908,18422793,Walmart Inc.
2020-03-16,184.3389957620054,186.43961805981888,183.7916338355249,186.23351924778564,8836287,Walmart Inc.
2020-03-17,182.18234915926104,185.50593083173067,180.48627578467213,181.42522010442622,30993057,Walmart Inc.
2020-03-18,181.48664770784282,183.79085262682077,181.25716272079683,180.1655162854965,9371204,Walmart Inc.
2020-03-19,180.58162782882565,181.60941608025036,177.35084416525376,181.88544408089305,41610582,Walmart Inc.
2020-03-20,179.34822929707545,183.84923673718987,174.4595723197208,179.62669865205507,39984963,Walmart Inc.
2020-03-21,177.2211526325119,178.73922714159843,176.31919097844124,176.96362688771964,20638456,Walmart Inc.
2020-03-22,191.86939045796322,192.99622629704592,189.68809796678076,191.84415400837318,40050391,Walmart Inc.
2020-03-23,197.425240589259,198.45223258994113,197.27697662879936,197.2952730260104,26670069,Walmart Inc.
2020-03-24,190.1853343986301,191.35532323499766,187.7545254069477,191.11323365933515,43091976,Walmart Inc.
2020-03-25,197.91292912285073,201.30409958524362,196.83014896966782,198.05534533305655,35230765,Walmart Inc.
2020-03-26,200.68343475356235,202.67056377842883,198.55664794241855,199.87160214021864,41734537,Walmart Inc.
2020-03-27,198.7589307361832,199.67443031567538,197.16047158035346,199.63663568369478,32189152,Walmart Inc.
2020-03-28,205.467020149589,207.00855601584976,203.08577870662793,207.54795787266306,10754696,Walmart Inc.
2020-03-29,201.62640974701173,202.66073481705848,200.31694158299393,201.0531533693171,27986868,Walmart Inc.
2020-03-30,205.4591087665032,211.4406593711994,203.66289506582237,205.0623685313771,15266957,Walmart Inc.
2020-03-31,209.33063235759485,209.88298207336845,205.60948749949708,208.41605602927476,33329710,Walmart Inc.
2020-04-01,207.41626826607148,208.22816984370516,205.25830385406957,206.7115115558681,48568777,Walmart Inc.
2020-04-02,200.165114136652,202.5651873595033,199.6840688875426,199.02502184597756,32971326,Walmart Inc.
2020-04-03,206.5458434002108,208.64654809906932,205.4392070931563,207.99507117301215,40861047,Walmart Inc.
2020-04-04,200.83082116697608,203.97774398476545,194.56666558339424,201.70159717698098,36797629,Walmart Inc.
2020-04-05,194.26822887977053,194.56533494533664,191.04570173188768,194.36395647494197,36784688,Walmart Inc.
2020-04-06,192.93303773704818,193.59747890392683,189.8631784301752,193.67793005205687,4515824,Walmart Inc.
2020-04-07,198.97685928669745,201.95850434773698,198.26303963602192,199.11686819106987,37529594,Walmart Inc.
2020-04-08,198.34100089328112,200.73948495218022,195.600847311531,197.64911181009091,44381403,Walmart Inc.
2020-04-09,204.18492120549087,206.076890374806,198.37126571742286,204.8103324049962,28273223,Walmart Inc.
2020-04-10,200.6448927829823,203.67876344638557,200.53966671211643,199.6419413342426,17302973,Walmart Inc.
2020-04-11,204.24942781053707,204.54197826095896,203.35276754634552,205.03534657496195,2607421,Walmart Inc.
2020-04-12,207.5772023608184,208.69209733233396,203.2444975044851,208.39714651743617,23021669,Walmart Inc.
2020-04-13,208.8482105439845,210.4827422764594,208.545513263418,210.2902589048944,15358899,Walmart Inc.
2020-04-14,213.84115764987666,215.68407165598745,213.77396875932553,214.43864822224953,28833532,Walmart Inc.
2020-04-15,216.40436274565377,216.66567661761133,213.51247820966591,215.88725048295558,19197936,Walmart Inc.
2020-04-16,210.98362517945216,213.6748816369221,207.95729069189724,210.02708711707825,18991024,Walmart Inc.
2020-04-17,208.1397428586556,209.81459590969024,204.72752465925385,207.77144600343553,23813814,Walmart Inc.
2020-04-18,201.92730088887885,203.00767936452445,196.50508218166226,202.91429620422764,36055365,Walmart Inc.
2020-04-19,203.2776778721877,204.05631002706875,203.06568238457285,204.07994608851425,22210930,Walmart Inc.
2020-04-20,199.53361072763107,199.5431952091168,196.19843760972964,200.17203041441624,38623777,Walmart Inc.
2020-04-21,202.37231804930323,205.54005445518882,201.2974414569224,201.6230441690677,44726094,Walmart Inc.
2020-04-22,198.95087370957475,201.9578597993617,196.7605356074165,198.03915686246563,44009008,Walmart Inc.
2020-04-23,203.53246314874067,207.47454306309987,199.4622410616913,201.69591538829434,43365976,Walmart Inc.
2020-04-24,200.9689245381695,201.42092919063649,197.65432491150642,199.67243132295485,16904423,Walmart Inc.
2020-04-25,202.6369732765948,204.28885688385844,200.85462349767568,202.65347205525592,28478835,Walmart Inc.
2020-04-26,199.27991759158886,203.5920902859213,197.85442109079196,200.60934960371804,34199074,Walmart Inc.
2020-04-27,198.48763593022056,198.73485461896848,194.3587368112224,198.93564773440286,41231657,Walmart Inc.
2020-04-28,203.29716065767664,203.9199891732534,201.29657434752085,201.94199537065694,42951865,Walmart Inc.
2020-04-29,213.1791092905499,218.11604867493702,210.9417384334476,212.7276633333838,33004174,Walmart Inc.
2020-04-30,207.43878394157045,210.38060494509426,205.68864311851348,207.28722582767443,6608932,Walmart Inc.
2020-05-01,209.41113918490393,210.62624649769563,209.32340130178085,208.93687025660745,48712353,Walmart Inc.
2020-05-02,214.15451944434227,216.6637117197373,211.00124182416542,215.9638714381428,28945724,Walmart Inc.
2020-05-03,215.0881633165641,216.61747177890234,212.7911328880765,215.09696052861509,35359620,Walmart Inc.
2020-05-04,214.45511081377398,215.28480801967646,214.12796059825862,215.38838005538574,9019982,Walmart Inc.
2020-05-05,214.1072237336684,214.2083367251597,211.21362679134018,214.8947469380487,39469758,Walmart Inc.
2020-05-06,220.92542550726236,223.87097122339463,219.08509618989862,220.35909510111085,23780670,Walmart Inc.
2020-05-07,215.80936987407807,218.7639671802397,213.4159406109524,214.70897194166082,39446401,Walmart Inc.
2020-05-08,218.94672297784902,224.5074959673115,217.9184588995172,220.93699973916262,28358075,Walmart Inc.
2020-05-09,226.2258088974855,229.1415848710983,225.34829072097236,226.69339475060303,23630167,Walmart Inc.
2020-05-10,230.11727615116882,232.5139884512549,229.00049148456475,230.63199151230484,10275173,Walmart Inc.
2020-05-11,232.38716729306822,233.56493476302518,226.59351184009125,233.51751733044833,26607258,Walmart Inc.
2020-05-12,235.4267916452026,236.29140825556323,233.37496788515622,234.25777083993748,24057180,Walmart Inc.
2020-05-13,237.34390747573218,238.3938728562022,231.21462397884804,238.75209632302762,2815551,Walmart Inc.
2020-05-14,235.43371224812353,236.11799947897933,232.3594913181699,236.14369765565272,2006895,Walmart Inc.
2020-05-15,239.91651144396693,242.3933920482258,238.80625810694008,239.29228131135343,11653544,Walmart Inc.
2020-05-16,222.63123282314513,223.52866143894295,221.1709706231522,220.14134449063857,35094432,Walmart Inc.
2020-05-17,211.64023676945865,212.55715035171167,210.54100118135926,212.73251262526912,38400105,Walmart Inc.
2020-05-18,221.08614041099315,222.63438446116635,219.46668195912457,221.91136168992165,22197148,Walmart Inc.
2020-05-19,221.5196752569242,223.05922751664139,220.75170367344114,222.6567559911018,48293201,Walmart Inc.
2020-05-20,209.22302769422183,209.8407841101368,208.50683810572772,211.33035587033393,27247500,Walmart Inc.
2020-05-21,220.10595810892872,221.3277391487783,217.86672315690345,221.1928453291585,4541750,Walmart Inc.
2020-05-22,227.76213723423123,228.7776058844911,225.54031529108252,228.28054362827893,6990100,Walmart Inc.
2020-05-23,227.37178732144187,229.79223542092464,221.61366599451244,225.47265896278077,20592553,Walmart Inc.
2020-05-24,222.0200465082989,222.76539679197765,220.7230631141506,220.54056413246084,36741173,Walmart Inc.
2020-05-25,224.71666344218772,225.02760061221045,222.3644041249086,223.8184006968707,8829613,Walmart Inc.
2020-05-26,222.74266334766338,227.242882112271,221.8481171403572,223.96722002516674,17321498,Walmart Inc.
2020-05-27,211.75465796971474,214.39554474907263,208.79239250650872,211.9498179718385,38199571,Walmart Inc.
2020-05-28,206.1726943869618,206.3632358109445,205.1879870527075,206.6742540748611,3399273,Walmart Inc.
2020-05-29,213.86065623443878,214.88900759713664,213.59548765818184,214.9356481084259,25944558,Walmart Inc.
