Date,Open,High,Low,Close,Volume,Company
2020-01-01,179.11825353358893,179.31684882889436,178.9798579327456,178.00240744353937,41295442,Meta Platforms Inc.
2020-01-02,190.3614613127787,192.15575680127253,188.0374447952598,192.7857917801715,26116325,Meta Platforms Inc.
2020-01-03,187.33723381477245,187.89365703395666,183.82758379498406,186.08187100217359,8513738,Meta Platforms Inc.
2020-01-04,190.58824764856706,195.05120113732738,188.46379916498626,190.83031314195378,36631736,Meta Platforms Inc.
2020-01-05,195.0580852590263,195.82108509935003,194.53854418100997,193.99863810086433,32784648,Meta Platforms Inc.
2020-01-06,195.3558526916381,196.113228579115,193.94405217857042,195.232001340395,25092543,Meta Platforms Inc.
2020-01-07,190.58880672601032,191.90417146546758,188.31815561300755,190.92337367203555,30052176,Meta Platforms Inc.
2020-01-08,192.50008694662745,195.2322577441346,192.1062776742175,193.62398828613763,43845785,Meta Platforms Inc.
2020-01-09,189.11573664123307,190.60275183988682,186.1099203593879,187.20726998971344,25921231,Meta Platforms Inc.
2020-01-10,191.50944838078064,191.8977290768974,189.50417742869982,191.42505387275352,21117164,Meta Platforms Inc.
2020-01-11,189.77153287690115,191.17784071908412,186.59092942686573,190.93491132350346,35923551,Meta Platforms Inc.
2020-01-12,189.92433844833218,190.90833434643696,186.0667892018792,189.90892860116233,28584007,Meta Platforms Inc.
2020-01-13,184.07055751317006,184.13391009761452,183.97012423359405,185.1017207289698,5551556,Meta Platforms Inc.
2020-01-14,178.00939618916823,179.18567034143183,176.7486300480869,178.08931726361078,48916786,Meta Platforms Inc.
2020-01-15,181.6173304408369,182.4806252258455,181.3435037099924,180.0300974899329,24724134,Meta Platforms Inc.
2020-01-16,179.7849148896698,180.05207614348834,173.62891878764785,180.40788439653628,3732661,Meta Platforms Inc.
2020-01-17,177.45840022157833,181.60148323992155,174.3956715263686,176.3636156810178,23417431,Meta Platforms Inc.
2020-01-18,175.6602418299794,176.24412775689646,172.68262596240518,176.03794711187405,13935187,Meta Platforms Inc.
2020-01-19,178.45381710459583,179.5223141605827,177.36611100301047,177.7800248073458,21241194,Meta Platforms Inc.
2020-01-20,180.15204690078326,180.1969530846971,179.24638642387367,179.89452440107678,13157248,Meta Platforms Inc.
2020-01-21,181.49304554392094,182.2243901404032,180.9939871015487,180.55344650348425,28541801,Meta Platforms Inc.
2020-01-22,182.4376606004489,184.3325065943135,179.301114728866,182.68464474943107,3960828,Meta Platforms Inc.
2020-01-23,178.187862194957,179.8076651193618,175.9507313018415,179.1210106003033,9227337,Meta Platforms Inc.
2020-01-24,177.07394552003925,179.07163562507125,175.74595906925194,178.73914955053013,23907456,Meta Platforms Inc.
2020-01-25,172.6467288106903,174.40818086171222,171.3659920066365,173.54615035415108,2360786,Meta Platforms Inc.
2020-01-26,176.48384653764361,179.12056114063805,174.55818957571103,174.74679316291088,48236751,Meta Platforms Inc.
2020-01-27,181.61037118192772,185.79084126834255,179.0050872150375,181.55853080545648,48505774,Meta Platforms Inc.
